序号,发送时间,接收时间,发送内容,接收内容,延迟,信号强度,是否丢包,内容出错,延迟等级,状态划分
10004524,2024-09-09 20:33:54.998,2024-09-09 20:33:55.314,10004524 0909203354998 99,10004524 0909203354998 99,316,99,False,False,2,1
10004525,2024-09-09 20:33:55.587,2024-09-09 20:33:55.876,10004525 0909203355587 99,10004525 0909203355587 99,289,99,False,False,1,1
10004526,2024-09-09 20:33:56.178,2024-09-09 20:33:56.485,10004526 0909203356178 99,10004526 0909203356178 99,307,99,False,False,2,1
10004527,2024-09-09 20:33:56.779,2024-09-09 20:33:57.079,10004527 0909203356779 99,10004527 0909203356779 99,300,99,False,False,1,1
10004528,2024-09-09 20:33:57.368,2024-09-09 20:33:57.688,10004528 0909203357368 99,10004528 0909203357368 99,320,99,False,False,2,1
10004529,2024-09-09 20:33:57.958,2024-09-09 20:33:58.250,10004529 0909203357958 99,10004529 0909203357958 99,292,99,False,False,1,1
10004530,2024-09-09 20:33:59.064,2024-09-09 20:33:59.375,10004530 0909203359064 99,10004530 0909203359064 99,311,99,False,False,2,1
10004531,2024-09-09 20:33:59.651,2024-09-09 20:33:59.937,10004531 0909203359651 99,10004531 0909203359651 99,286,99,False,False,1,1
10004532,2024-09-09 20:34:00.238,2024-09-09 20:34:00.546,10004532 0909203400238 99,10004532 0909203400238 99,308,99,False,False,2,1
10004533,2024-09-09 20:34:00.830,2024-09-09 20:34:01.109,10004533 0909203400830 99,10004533 0909203400830 99,279,99,False,False,1,1
10004534,2024-09-09 20:34:01.427,2024-09-09 20:34:01.718,10004534 0909203401427 99,10004534 0909203401427 99,291,99,False,False,1,1
10004535,2024-09-09 20:34:02.016,2024-09-09 20:34:02.327,10004535 0909203402016 99,10004535 0909203402016 99,311,99,False,False,2,1
10004536,2024-09-09 20:34:02.607,2024-09-09 20:34:02.920,10004536 0909203402607 99,10004536 0909203402607 99,313,99,False,False,2,1
10004537,2024-09-09 20:34:03.198,2024-09-09 20:34:03.483,10004537 0909203403198 99,10004537 0909203403198 99,285,99,False,False,1,1
10004538,2024-09-09 20:34:03.789,2024-09-09 20:34:04.092,10004538 0909203403789 99,10004538 0909203403789 99,303,99,False,False,2,1
10004539,2024-09-09 20:34:04.384,2024-09-09 20:34:04.701,10004539 0909203404384 99,10004539 0909203404384 99,317,99,False,False,2,1
10004540,2024-09-09 20:34:04.971,2024-09-09 20:34:05.263,10004540 0909203404971 99,10004540 0909203404971 99,292,99,False,False,1,1
10004541,2024-09-09 20:34:05.569,2024-09-09 20:34:05.873,10004541 0909203405569 99,10004541 0909203405569 99,304,99,False,False,2,1
10004542,2024-09-09 20:34:06.161,2024-09-09 20:34:06.466,10004542 0909203406161 99,10004542 0909203406161 99,305,99,False,False,2,1
10004543,2024-09-09 20:34:06.751,2024-09-09 20:34:07.029,10004543 0909203406751 99,10004543 0909203406751 99,278,99,False,False,1,1
10004544,2024-09-09 20:34:07.344,2024-09-09 20:34:07.638,10004544 0909203407344 99,10004544 0909203407344 99,294,99,False,False,1,1
10004545,2024-09-09 20:34:07.935,2024-09-09 20:34:08.247,10004545 0909203407935 99,10004545 0909203407935 99,312,99,False,False,2,1
10004546,2024-09-09 20:34:08.524,2024-09-09 20:34:08.809,10004546 0909203408524 99,10004546 0909203408524 99,285,99,False,False,1,1
10004547,2024-09-09 20:34:09.115,2024-09-09 20:34:09.418,10004547 0909203409115 99,10004547 0909203409115 99,303,99,False,False,2,1
10004548,2024-09-09 20:34:09.707,2024-09-09 20:34:10.012,10004548 0909203409707 99,10004548 0909203409707 99,305,99,False,False,2,1
10004549,2024-09-09 20:34:10.323,2024-09-09 20:34:10.621,10004549 0909203410323 99,10004549 0909203410323 99,298,99,False,False,1,1
10004550,2024-09-09 20:34:10.922,2024-09-09 20:34:11.230,10004550 0909203410922 99,10004550 0909203410922 99,308,99,False,False,2,1
10004551,2024-09-09 20:34:11.518,2024-09-09 20:34:11.824,10004551 0909203411518 99,10004551 0909203411518 99,306,99,False,False,2,1
10004552,2024-09-09 20:34:12.115,2024-09-09 20:34:12.433,10004552 0909203412115 99,10004552 0909203412115 99,318,99,False,False,2,1
10004553,2024-09-09 20:34:12.712,2024-09-09 20:34:12.995,10004553 0909203412712 99,10004553 0909203412712 99,283,99,False,False,1,1
10004554,2024-09-09 20:34:13.303,2024-09-09 20:34:13.605,10004554 0909203413303 99,10004554 0909203413303 99,302,99,False,False,2,1
10004555,2024-09-09 20:34:13.895,2024-09-09 20:34:14.214,10004555 0909203413895 99,10004555 0909203413895 99,319,99,False,False,2,1
10004556,2024-09-09 20:34:14.490,2024-09-09 20:34:14.776,10004556 0909203414490 99,10004556 0909203414490 99,286,99,False,False,1,1
10004557,2024-09-09 20:34:15.082,2024-09-09 20:34:15.385,10004557 0909203415082 99,10004557 0909203415082 99,303,99,False,False,2,1
10004558,2024-09-09 20:34:15.675,2024-09-09 20:34:15.979,10004558 0909203415675 99,10004558 0909203415675 99,304,99,False,False,2,1
10004559,2024-09-09 20:34:16.278,2024-09-09 20:34:16.588,10004559 0909203416278 99,10004559 0909203416278 99,310,99,False,False,2,1
10004560,2024-09-09 20:34:16.874,2024-09-09 20:34:17.197,10004560 0909203416874 99,10004560 0909203416874 99,323,99,False,False,2,1
10004561,2024-09-09 20:34:17.471,2024-09-09 20:34:17.759,10004561 0909203417471 99,10004561 0909203417471 99,288,99,False,False,1,1
10004562,2024-09-09 20:34:18.067,2024-09-09 20:34:18.353,10004562 0909203418067 99,10004562 0909203418067 99,286,99,False,False,1,1
10004563,2024-09-09 20:34:18.665,2024-09-09 20:34:18.962,10004563 0909203418665 99,10004563 0909203418665 99,297,99,False,False,1,1
10004564,2024-09-09 20:34:19.264,2024-09-09 20:34:19.728,10004564 0909203419264 99,10004564 0909203419264 99,464,99,False,False,3,2
10004565,2024-09-09 20:34:20.020,2024-09-09 20:34:20.493,10004565 0909203420020 99,10004565 0909203420020 99,473,99,False,False,3,2
10004566,2024-09-09 20:34:20.785,2024-09-09 20:34:21.102,10004566 0909203420785 99,10004566 0909203420785 99,317,99,False,False,2,1
10004567,2024-09-09 20:34:21.377,2024-09-09 20:34:21.664,10004567 0909203421377 99,10004567 0909203421377 99,287,99,False,False,1,1
10004568,2024-09-09 20:34:21.968,2024-09-09 20:34:22.274,10004568 0909203421968 99,10004568 0909203421968 99,306,99,False,False,2,1
10004569,2024-09-09 20:34:22.560,2024-09-09 20:34:22.867,10004569 0909203422560 99,10004569 0909203422560 99,307,99,False,False,2,1
10004570,2024-09-09 20:34:23.173,2024-09-09 20:34:23.476,10004570 0909203423173 99,10004570 0909203423173 99,303,99,False,False,2,1
10004571,2024-09-09 20:34:23.763,2024-09-09 20:34:24.086,10004571 0909203423763 99,10004571 0909203423763 99,323,99,False,False,2,1
10004572,2024-09-09 20:34:24.356,2024-09-09 20:34:24.648,10004572 0909203424356 99,10004572 0909203424356 99,292,99,False,False,1,1
10004573,2024-09-09 20:34:24.953,2024-09-09 20:34:25.257,10004573 0909203424953 99,10004573 0909203424953 99,304,99,False,False,2,1
10004574,2024-09-09 20:34:25.545,2024-09-09 20:34:25.851,10004574 0909203425545 99,10004574 0909203425545 99,306,99,False,False,2,1
10004575,2024-09-09 20:34:26.136,2024-09-09 20:34:26.413,10004575 0909203426136 99,10004575 0909203426136 99,277,99,False,False,1,1
10004576,2024-09-09 20:34:26.728,2024-09-09 20:34:27.022,10004576 0909203426728 99,10004576 0909203426728 99,294,99,False,False,1,1
10004577,2024-09-09 20:34:27.321,2024-09-09 20:34:27.631,10004577 0909203427321 99,10004577 0909203427321 99,310,99,False,False,2,1
10004578,2024-09-09 20:34:27.914,2024-09-09 20:34:28.194,10004578 0909203427914 99,10004578 0909203427914 99,280,99,False,False,1,1
10004579,2024-09-09 20:34:28.499,2024-09-09 20:34:28.803,10004579 0909203428499 99,10004579 0909203428499 99,304,99,False,False,2,1
10004580,2024-09-09 20:34:29.095,2024-09-09 20:34:29.396,10004580 0909203429095 99,10004580 0909203429095 99,301,99,False,False,2,1
10004581,2024-09-09 20:34:29.686,2024-09-09 20:34:30.006,10004581 0909203429686 99,10004581 0909203429686 99,320,99,False,False,2,1
10004582,2024-09-09 20:34:30.277,2024-09-09 20:34:30.568,10004582 0909203430277 99,10004582 0909203430277 99,291,99,False,False,1,1
10004583,2024-09-09 20:34:30.867,2024-09-09 20:34:31.177,10004583 0909203430867 99,10004583 0909203430867 99,310,99,False,False,2,1
10004584,2024-09-09 20:34:31.459,2024-09-09 20:34:31.771,10004584 0909203431459 99,10004584 0909203431459 99,312,99,False,False,2,1
10004585,2024-09-09 20:34:32.052,2024-09-09 20:34:32.349,10004585 0909203432052 99,10004585 0909203432052 99,297,99,False,False,1,1
10004586,2024-09-09 20:34:32.642,2024-09-09 20:34:32.942,10004586 0909203432642 99,10004586 0909203432642 99,300,99,False,False,1,1
10004587,2024-09-09 20:34:33.233,2024-09-09 20:34:33.551,10004587 0909203433233 99,10004587 0909203433233 99,318,99,False,False,2,1
10004588,2024-09-09 20:34:33.824,2024-09-09 20:34:34.114,10004588 0909203433824 99,10004588 0909203433824 99,290,99,False,False,1,1
10004589,2024-09-09 20:34:34.419,2024-09-09 20:34:34.723,10004589 0909203434419 99,10004589 0909203434419 99,304,99,False,False,2,1
10004590,2024-09-09 20:34:35.010,2024-09-09 20:34:35.332,10004590 0909203435010 99,10004590 0909203435010 99,322,99,False,False,2,1
10004591,2024-09-09 20:34:35.602,2024-09-09 20:34:35.894,10004591 0909203435602 99,10004591 0909203435602 99,292,99,False,False,1,1
10004592,2024-09-09 20:34:36.196,2024-09-09 20:34:36.488,10004592 0909203436196 99,10004592 0909203436196 99,292,99,False,False,1,1
10004593,2024-09-09 20:34:36.788,2024-09-09 20:34:37.097,10004593 0909203436788 99,10004593 0909203436788 99,309,99,False,False,2,1
10004594,2024-09-09 20:34:37.380,2024-09-09 20:34:37.706,10004594 0909203437380 99,10004594 0909203437380 99,326,99,False,False,2,1
10004595,2024-09-09 20:34:37.972,2024-09-09 20:34:38.269,10004595 0909203437972 99,10004595 0909203437972 99,297,99,False,False,1,1
10004596,2024-09-09 20:34:38.564,2024-09-09 20:34:38.878,10004596 0909203438564 99,10004596 0909203438564 99,314,99,False,False,2,1
10004597,2024-09-09 20:34:39.152,2024-09-09 20:34:39.471,10004597 0909203439152 99,10004597 0909203439152 99,319,99,False,False,2,1
10004598,2024-09-09 20:34:39.746,2024-09-09 20:34:40.034,10004598 0909203439746 99,10004598 0909203439746 99,288,99,False,False,1,1
10004599,2024-09-09 20:34:40.345,2024-09-09 20:34:40.643,10004599 0909203440345 99,10004599 0909203440345 99,298,99,False,False,1,1
10004600,2024-09-09 20:34:40.937,2024-09-09 20:34:41.252,10004600 0909203440937 99,10004600 0909203440937 99,315,99,False,False,2,1
10004601,2024-09-09 20:34:41.530,2024-09-09 20:34:41.814,10004601 0909203441530 99,10004601 0909203441530 99,284,99,False,False,1,1
10004602,2024-09-09 20:34:42.122,2024-09-09 20:34:42.423,10004602 0909203442122 99,10004602 0909203442122 99,301,99,False,False,2,1
10004603,2024-09-09 20:34:42.713,2024-09-09 20:34:43.017,10004603 0909203442713 99,10004603 0909203442713 99,304,99,False,False,2,1
10004604,2024-09-09 20:34:43.306,2024-09-09 20:34:43.626,10004604 0909203443306 99,10004604 0909203443306 99,320,99,False,False,2,1
10004605,2024-09-09 20:34:43.899,2024-09-09 20:34:44.189,10004605 0909203443899 99,10004605 0909203443899 99,290,99,False,False,1,1
10004606,2024-09-09 20:34:44.496,2024-09-09 20:34:44.798,10004606 0909203444496 99,10004606 0909203444496 99,302,99,False,False,2,1
10004607,2024-09-09 20:34:45.088,2024-09-09 20:34:45.485,10004607 0909203445088 99,10004607 0909203445088 99,397,99,False,False,3,2
10004608,2024-09-09 20:34:45.758,2024-09-09 20:34:46.047,10004608 0909203445758 99,10004608 0909203445758 99,289,99,False,False,1,1
10004609,2024-09-09 20:34:46.352,2024-09-09 20:34:46.641,10004609 0909203446352 99,10004609 0909203446352 99,289,99,False,False,1,1
10004610,2024-09-09 20:34:46.946,2024-09-09 20:34:47.250,10004610 0909203446946 99,10004610 0909203446946 99,304,99,False,False,2,1
10004611,2024-09-09 20:34:47.540,2024-09-09 20:34:47.859,10004611 0909203447540 99,10004611 0909203447540 99,319,99,False,False,2,1
10004612,2024-09-09 20:34:48.130,2024-09-09 20:34:48.422,10004612 0909203448130 99,10004612 0909203448130 99,292,99,False,False,1,1
10004613,2024-09-09 20:34:48.721,2024-09-09 20:34:49.062,10004613 0909203448721 99,10004613 0909203448721 99,341,99,False,False,2,1
10004614,2024-09-09 20:34:49.338,2024-09-09 20:34:49.640,10004614 0909203449338 99,10004614 0909203449338 99,302,99,False,False,2,1
10004615,2024-09-09 20:34:49.930,2024-09-09 20:34:50.233,10004615 0909203449930 99,10004615 0909203449930 99,303,99,False,False,2,1
10004616,2024-09-09 20:34:50.524,2024-09-09 20:34:50.843,10004616 0909203450524 99,10004616 0909203450524 99,319,99,False,False,2,1
10004617,2024-09-09 20:34:51.116,2024-09-09 20:34:51.405,10004617 0909203451116 99,10004617 0909203451116 99,289,99,False,False,1,1
10004618,2024-09-09 20:34:51.714,2024-09-09 20:34:52.014,10004618 0909203451714 99,10004618 0909203451714 99,300,99,False,False,1,1
10004619,2024-09-09 20:34:52.306,2024-09-09 20:34:52.608,10004619 0909203452306 99,10004619 0909203452306 99,302,99,False,False,2,1
10004620,2024-09-09 20:34:52.898,2024-09-09 20:34:53.186,10004620 0909203452898 99,10004620 0909203452898 99,288,99,False,False,1,1
10004621,2024-09-09 20:34:53.490,2024-09-09 20:34:53.779,10004621 0909203453490 99,10004621 0909203453490 99,289,99,False,False,1,1
10004622,2024-09-09 20:34:54.086,2024-09-09 20:34:54.435,10004622 0909203454086 99,10004622 0909203454086 99,349,99,False,False,2,1
10004623,2024-09-09 20:34:54.701,2024-09-09 20:34:54.998,10004623 0909203454701 99,10004623 0909203454701 99,297,99,False,False,1,1
10004624,2024-09-09 20:34:55.292,2024-09-09 20:34:55.591,10004624 0909203455292 99,10004624 0909203455292 99,299,99,False,False,1,1
10004625,2024-09-09 20:34:55.883,2024-09-09 20:34:56.200,10004625 0909203455883 99,10004625 0909203455883 99,317,99,False,False,2,1
10004626,2024-09-09 20:34:56.473,2024-09-09 20:34:56.763,10004626 0909203456473 99,10004626 0909203456473 99,290,99,False,False,1,1
10004627,2024-09-09 20:34:57.065,2024-09-09 20:34:57.403,10004627 0909203457065 99,10004627 0909203457065 99,338,99,False,False,2,1
10004628,2024-09-09 20:34:57.682,2024-09-09 20:34:57.981,10004628 0909203457682 99,10004628 0909203457682 99,299,99,False,False,1,1
10004629,2024-09-09 20:34:58.274,2024-09-09 20:34:58.575,10004629 0909203458274 99,10004629 0909203458274 99,301,99,False,False,2,1
10004630,2024-09-09 20:34:58.865,2024-09-09 20:34:59.184,10004630 0909203458865 99,10004630 0909203458865 99,319,99,False,False,2,1
10004631,2024-09-09 20:34:59.456,2024-09-09 20:34:59.793,10004631 0909203459456 99,10004631 0909203459456 99,337,99,False,False,2,1
10004632,2024-09-09 20:35:00.077,2024-09-09 20:35:00.386,10004632 0909203500077 99,10004632 0909203500077 99,309,99,False,False,2,1
10004633,2024-09-09 20:35:00.674,2024-09-09 20:35:00.996,10004633 0909203500674 99,10004633 0909203500674 99,322,99,False,False,2,1
10004634,2024-09-09 20:35:01.273,2024-09-09 20:35:01.558,10004634 0909203501273 99,10004634 0909203501273 99,285,99,False,False,1,1
10004635,2024-09-09 20:35:01.871,2024-09-09 20:35:02.167,10004635 0909203501871 99,10004635 0909203501871 99,296,99,False,False,1,1
10004636,2024-09-09 20:35:02.467,2024-09-09 20:35:02.776,10004636 0909203502467 99,10004636 0909203502467 99,309,99,False,False,2,1
10004637,2024-09-09 20:35:03.060,2024-09-09 20:35:03.370,10004637 0909203503060 99,10004637 0909203503060 99,310,99,False,False,2,1
10004638,2024-09-09 20:35:03.652,2024-09-09 20:35:03.932,10004638 0909203503652 99,10004638 0909203503652 99,280,99,False,False,1,1
10004639,2024-09-09 20:35:04.244,2024-09-09 20:35:04.541,10004639 0909203504244 99,10004639 0909203504244 99,297,99,False,False,1,1
10004640,2024-09-09 20:35:04.842,2024-09-09 20:35:05.182,10004640 0909203504842 99,10004640 0909203504842 99,340,99,False,False,2,1
10004641,2024-09-09 20:35:05.468,2024-09-09 20:35:05.744,10004641 0909203505468 99,10004641 0909203505468 99,276,99,False,False,1,1
10004642,2024-09-09 20:35:06.059,2024-09-09 20:35:06.353,10004642 0909203506059 99,10004642 0909203506059 99,294,99,False,False,1,1
10004643,2024-09-09 20:35:06.652,2024-09-09 20:35:06.962,10004643 0909203506652 99,10004643 0909203506652 99,310,99,False,False,2,1
10004644,2024-09-09 20:35:07.243,2024-09-09 20:35:07.525,10004644 0909203507243 99,10004644 0909203507243 99,282,99,False,False,1,1
10004645,2024-09-09 20:35:07.837,2024-09-09 20:35:08.134,10004645 0909203507837 99,10004645 0909203507837 99,297,99,False,False,1,1
10004646,2024-09-09 20:35:08.436,2024-09-09 20:35:08.743,10004646 0909203508436 99,10004646 0909203508436 99,307,99,False,False,2,1
10004647,2024-09-09 20:35:09.027,2024-09-09 20:35:09.337,10004647 0909203509027 99,10004647 0909203509027 99,310,99,False,False,2,1
10004648,2024-09-09 20:35:09.621,2024-09-09 20:35:09.899,10004648 0909203509621 99,10004648 0909203509621 99,278,99,False,False,1,1
10004649,2024-09-09 20:35:10.212,2024-09-09 20:35:10.508,10004649 0909203510212 99,10004649 0909203510212 99,296,99,False,False,1,1
10004650,2024-09-09 20:35:10.804,2024-09-09 20:35:11.117,10004650 0909203510804 99,10004650 0909203510804 99,313,99,False,False,2,1
10004651,2024-09-09 20:35:11.397,2024-09-09 20:35:11.711,10004651 0909203511397 99,10004651 0909203511397 99,314,99,False,False,2,1
10004652,2024-09-09 20:35:11.990,2024-09-09 20:35:12.289,10004652 0909203511990 99,10004652 0909203511990 99,299,99,False,False,1,1
10004653,2024-09-09 20:35:12.581,2024-09-09 20:35:12.882,10004653 0909203512581 99,10004653 0909203512581 99,301,99,False,False,2,1
10004654,2024-09-09 20:35:13.172,2024-09-09 20:35:13.492,10004654 0909203513172 99,10004654 0909203513172 99,320,99,False,False,2,1
10004655,2024-09-09 20:35:13.764,2024-09-09 20:35:14.054,10004655 0909203513764 99,10004655 0909203513764 99,290,99,False,False,1,1
10004656,2024-09-09 20:35:14.357,2024-09-09 20:35:14.663,10004656 0909203514357 99,10004656 0909203514357 99,306,99,False,False,2,1
10004657,2024-09-09 20:35:14.950,2024-09-09 20:35:15.257,10004657 0909203514950 99,10004657 0909203514950 99,307,99,False,False,2,1
10004658,2024-09-09 20:35:15.545,2024-09-09 20:35:15.835,10004658 0909203515545 99,10004658 0909203515545 99,290,99,False,False,1,1
10004659,2024-09-09 20:35:16.138,2024-09-09 20:35:16.428,10004659 0909203516138 99,10004659 0909203516138 99,290,99,False,False,1,1
10004660,2024-09-09 20:35:16.730,2024-09-09 20:35:17.037,10004660 0909203516730 99,10004660 0909203516730 99,307,99,False,False,2,1
10004661,2024-09-09 20:35:17.324,2024-09-09 20:35:17.647,10004661 0909203517324 99,10004661 0909203517324 99,323,99,False,False,2,1
10004662,2024-09-09 20:35:17.918,2024-09-09 20:35:18.209,10004662 0909203517918 99,10004662 0909203517918 99,291,99,False,False,1,1
10004663,2024-09-09 20:35:18.509,2024-09-09 20:35:18.818,10004663 0909203518509 99,10004663 0909203518509 99,309,99,False,False,2,1
10004664,2024-09-09 20:35:19.100,2024-09-09 20:35:19.412,10004664 0909203519100 99,10004664 0909203519100 99,312,99,False,False,2,1
10004665,2024-09-09 20:35:19.693,2024-09-09 20:35:19.974,10004665 0909203519693 99,10004665 0909203519693 99,281,99,False,False,1,1
10004666,2024-09-09 20:35:20.285,2024-09-09 20:35:20.661,10004666 0909203520285 99,10004666 0909203520285 99,376,99,False,False,3,2
10004667,2024-09-09 20:35:20.965,2024-09-09 20:35:21.270,10004667 0909203520965 99,10004667 0909203520965 99,305,99,False,False,2,1
10004668,2024-09-09 20:35:21.564,2024-09-09 20:35:21.880,10004668 0909203521564 99,10004668 0909203521564 99,316,99,False,False,2,1
10004669,2024-09-09 20:35:22.155,2024-09-09 20:35:22.442,10004669 0909203522155 99,10004669 0909203522155 99,287,99,False,False,1,1
10004670,2024-09-09 20:35:22.747,2024-09-09 20:35:23.051,10004670 0909203522747 99,10004670 0909203522747 99,304,99,False,False,2,1
10004671,2024-09-09 20:35:23.343,2024-09-09 20:35:23.645,10004671 0909203523343 99,10004671 0909203523343 99,302,99,False,False,2,1
10004672,2024-09-09 20:35:23.936,2024-09-09 20:35:24.254,10004672 0909203523936 99,10004672 0909203523936 99,318,99,False,False,2,1
10004673,2024-09-09 20:35:24.527,2024-09-09 20:35:24.816,10004673 0909203524527 99,10004673 0909203524527 99,289,99,False,False,1,1
10004674,2024-09-09 20:35:25.119,2024-09-09 20:35:25.425,10004674 0909203525119 99,10004674 0909203525119 99,306,99,False,False,2,1
10004675,2024-09-09 20:35:25.712,2024-09-09 20:35:26.019,10004675 0909203525712 99,10004675 0909203525712 99,307,99,False,False,2,1
10004676,2024-09-09 20:35:26.327,2024-09-09 20:35:26.628,10004676 0909203526327 99,10004676 0909203526327 99,301,99,False,False,2,1
10004677,2024-09-09 20:35:26.919,2024-09-09 20:35:27.237,10004677 0909203526919 99,10004677 0909203526919 99,318,99,False,False,2,1
10004678,2024-09-09 20:35:27.511,2024-09-09 20:35:27.800,10004678 0909203527511 99,10004678 0909203527511 99,289,99,False,False,1,1
10004679,2024-09-09 20:35:28.103,2024-09-09 20:35:28.409,10004679 0909203528103 99,10004679 0909203528103 99,306,99,False,False,2,1
10004680,2024-09-09 20:35:28.694,2024-09-09 20:35:29.002,10004680 0909203528694 99,10004680 0909203528694 99,308,99,False,False,2,1
10004681,2024-09-09 20:35:29.287,2024-09-09 20:35:29.565,10004681 0909203529287 99,10004681 0909203529287 99,278,99,False,False,1,1
10004682,2024-09-09 20:35:29.879,2024-09-09 20:35:30.174,10004682 0909203529879 99,10004682 0909203529879 99,295,99,False,False,1,1
10004683,2024-09-09 20:35:30.482,2024-09-09 20:35:30.783,10004683 0909203530482 99,10004683 0909203530482 99,301,99,False,False,2,1
10004684,2024-09-09 20:35:31.074,2024-09-09 20:35:31.377,10004684 0909203531074 99,10004684 0909203531074 99,303,99,False,False,2,1
10004685,2024-09-09 20:35:31.686,2024-09-09 20:35:31.986,10004685 0909203531686 99,10004685 0909203531686 99,300,99,False,False,1,1
10004686,2024-09-09 20:35:32.278,2024-09-09 20:35:32.595,10004686 0909203532278 99,10004686 0909203532278 99,317,99,False,False,2,1
10004687,2024-09-09 20:35:32.873,2024-09-09 20:35:33.157,10004687 0909203532873 99,10004687 0909203532873 99,284,99,False,False,1,1
10004688,2024-09-09 20:35:33.464,2024-09-09 20:35:33.766,10004688 0909203533464 99,10004688 0909203533464 99,302,99,False,False,2,1
10004689,2024-09-09 20:35:34.055,2024-09-09 20:35:34.360,10004689 0909203534055 99,10004689 0909203534055 99,305,99,False,False,2,1
10004690,2024-09-09 20:35:34.648,2024-09-09 20:35:34.922,10004690 0909203534648 99,10004690 0909203534648 99,274,99,False,False,1,1
10004691,2024-09-09 20:35:35.238,2024-09-09 20:35:35.531,10004691 0909203535238 99,10004691 0909203535238 99,293,99,False,False,1,1
10004692,2024-09-09 20:35:35.831,2024-09-09 20:35:36.141,10004692 0909203535831 99,10004692 0909203535831 99,310,99,False,False,2,1
10004693,2024-09-09 20:35:36.421,2024-09-09 20:35:36.750,10004693 0909203536421 99,10004693 0909203536421 99,329,99,False,False,2,1
10004694,2024-09-09 20:35:37.034,2024-09-09 20:35:37.343,10004694 0909203537034 99,10004694 0909203537034 99,309,99,False,False,2,1
10004695,2024-09-09 20:35:37.627,2024-09-09 20:35:37.921,10004695 0909203537627 99,10004695 0909203537627 99,294,99,False,False,1,1
10004696,2024-09-09 20:35:38.220,2024-09-09 20:35:38.515,10004696 0909203538220 99,10004696 0909203538220 99,295,99,False,False,1,1
10004697,2024-09-09 20:35:38.809,2024-09-09 20:35:39.124,10004697 0909203538809 99,10004697 0909203538809 99,315,99,False,False,2,1
10004698,2024-09-09 20:35:39.400,2024-09-09 20:35:39.686,10004698 0909203539400 99,10004698 0909203539400 99,286,99,False,False,1,1
10004699,2024-09-09 20:35:39.992,2024-09-09 20:35:40.296,10004699 0909203539992 99,10004699 0909203539992 99,304,99,False,False,2,1
10004700,2024-09-09 20:35:40.582,2024-09-09 20:35:40.889,10004700 0909203540582 99,10004700 0909203540582 99,307,99,False,False,2,1
10004701,2024-09-09 20:35:41.172,2024-09-09 20:35:41.467,10004701 0909203541172 99,10004701 0909203541172 99,295,99,False,False,1,1
10004702,2024-09-09 20:35:41.768,2024-09-09 20:35:42.061,10004702 0909203541768 99,10004702 0909203541768 99,293,99,False,False,1,1
10004703,2024-09-09 20:35:42.356,2024-09-09 20:35:42.670,10004703 0909203542356 99,10004703 0909203542356 99,314,99,False,False,2,1
10004704,2024-09-09 20:35:42.948,2024-09-09 20:35:43.232,10004704 0909203542948 99,10004704 0909203542948 99,284,99,False,False,1,1
10004705,2024-09-09 20:35:43.538,2024-09-09 20:35:43.841,10004705 0909203543538 99,10004705 0909203543538 99,303,99,False,False,2,1
10004706,2024-09-09 20:35:44.129,2024-09-09 20:35:44.435,10004706 0909203544129 99,10004706 0909203544129 99,306,99,False,False,2,1
10004707,2024-09-09 20:35:44.720,2024-09-09 20:35:45.013,10004707 0909203544720 99,10004707 0909203544720 99,293,99,False,False,1,1
10004708,2024-09-09 20:35:45.311,2024-09-09 20:35:45.606,10004708 0909203545311 99,10004708 0909203545311 99,295,99,False,False,1,1
10004709,2024-09-09 20:35:45.903,2024-09-09 20:35:46.216,10004709 0909203545903 99,10004709 0909203545903 99,313,99,False,False,2,1
10004710,2024-09-09 20:35:46.494,2024-09-09 20:35:46.778,10004710 0909203546494 99,10004710 0909203546494 99,284,99,False,False,1,1
10004711,2024-09-09 20:35:47.087,2024-09-09 20:35:47.387,10004711 0909203547087 99,10004711 0909203547087 99,300,99,False,False,1,1
10004712,2024-09-09 20:35:47.676,2024-09-09 20:35:47.996,10004712 0909203547676 99,10004712 0909203547676 99,320,99,False,False,2,1
10004713,2024-09-09 20:35:48.267,2024-09-09 20:35:48.559,10004713 0909203548267 99,10004713 0909203548267 99,292,99,False,False,1,1
10004714,2024-09-09 20:35:48.858,2024-09-09 20:35:49.152,10004714 0909203548858 99,10004714 0909203548858 99,294,99,False,False,1,1
10004715,2024-09-09 20:35:49.450,2024-09-09 20:35:49.761,10004715 0909203549450 99,10004715 0909203549450 99,311,99,False,False,2,1
10004716,2024-09-09 20:35:50.041,2024-09-09 20:35:50.324,10004716 0909203550041 99,10004716 0909203550041 99,283,99,False,False,1,1
10004717,2024-09-09 20:35:50.632,2024-09-09 20:35:50.933,10004717 0909203550632 99,10004717 0909203550632 99,301,99,False,False,2,1
10004718,2024-09-09 20:35:51.225,2024-09-09 20:35:51.542,10004718 0909203551225 99,10004718 0909203551225 99,317,99,False,False,2,1
10004719,2024-09-09 20:35:51.815,2024-09-09 20:35:52.104,10004719 0909203551815 99,10004719 0909203551815 99,289,99,False,False,1,1
10004720,2024-09-09 20:35:52.406,2024-09-09 20:35:52.698,10004720 0909203552406 99,10004720 0909203552406 99,292,99,False,False,1,1
10004721,2024-09-09 20:35:52.998,2024-09-09 20:35:53.307,10004721 0909203552998 99,10004721 0909203552998 99,309,99,False,False,2,1
10004722,2024-09-09 20:35:53.587,2024-09-09 20:35:53.869,10004722 0909203553587 99,10004722 0909203553587 99,282,99,False,False,1,1
